nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,0.982709223,0.931725571,0.886811797,0.496593769,0.977859361,0.932846574,0.62728423,0.000120587,1.00E+00,0.999999975,0.999796193,1.73E-07,0.97971667,0.942828129,0.719944392,0.004740043,0.99999998,0.999996226,0.999190023,0.088881659,0.999998017,0.999998445,0.999936197,1.46E-09,0.999534775,0.999687524,0.965475513,3.13E-05,1,1,0.999999971,0.158223337,1,0.999958134,0.984639494,0.091287368,1,1,1,0.483236786
920,0.985421207,0.939630435,0.903297326,0.556172117,0.981095943,0.941805701,0.658527959,0.000168782,1.00E+00,0.999999983,0.999837695,4.62E-07,0.982849895,0.950751346,0.744318045,0.005759165,0.999999986,0.99999712,0.999323755,0.108587482,0.999998441,0.999998845,0.999950312,4.45E-09,0.999609297,0.99976246,0.970650267,5.28E-05,1,1,0.999999985,0.171159159,1,0.999970747,0.98770172,0.106941283,1,1,1,0.508149064
940,0.987706563,0.94663586,0.917615133,0.61312387,0.983857368,0.949616013,0.688007306,0.000232869,1,0.999999989,0.999870457,1.16E-06,0.985499182,0.957613078,0.766990083,0.006936647,0.99999999,0.999997795,0.999434344,0.130673363,0.999998771,0.999999139,0.999961203,1.28E-08,0.999671202,0.999819129,0.975062393,8.65E-05,1,1,0.999999992,0.18445287,1,0.99997952,0.990165338,0.124000673,1,1,1,0.532495487
960,0.989631837,0.952838909,0.929995538,0.666485513,0.98621278,0.956413118,0.71567703,0.000316965,1,0.999999992,0.999896378,2.79E-06,0.987738302,0.9635459,0.788006937,0.008286602,0.999999993,0.999998306,0.999525974,0.155062149,0.999999027,0.999999356,0.999969629,3.49E-08,0.999722738,0.999862047,0.97882003,0.000138376,1,1,0.999999996,0.198071259,1,0.999985633,0.992143501,0.142413248,1,1,1,0.556212724
980,0.991253472,0.958327503,0.940657682,0.715561399,0.988221563,0.962319439,0.741523135,0.000425945,1,0.999999995,0.999916932,6.33E-06,0.989630166,0.968668229,0.807428002,0.009823063,0.999999995,0.999998695,0.999602041,0.181622931,0.999999228,0.999999516,0.999976166,9.01E-08,0.999765734,0.999894603,0.982017177,0.00021609,1,1,0.999999998,0.211980803,1,0.999989901,0.993729175,0.162107815,1,1,1,0.57924789
1000,0.992619248,0.96318096,0.949806338,0.759920873,0.989934622,0.967444797,0.765558207,0.000565508,1,0.999999997,0.999933267,1.37E-05,0.991228302,0.973085227,0.825322394,0.011559841,0.999999996,0.999998991,0.999665307,0.210175991,0.999999385,0.999999635,0.99998125,2.21E-07,0.999801682,0.999919337,0.984735219,0.000329974,1,1,0.999999999,0.226147937,1,0.999992886,0.994998372,0.18299634,1,1,1,0.60155797
1020,0.993769549,0.967470587,0.957630028,0.799375721,0.991395525,0.971887167,0.787816886,0.000742245,1,0.999999998,0.999946277,2.85E-05,0.992578171,0.976889827,0.841766121,0.01351039,0.999999997,0.999999217,0.999718025,0.240499605,0.999999509,0.999999724,0.999985213,5.20E-07,0.999831797,0.99993816,0.98704438,0.000493351,1,1,0.999999999,0.240539313,1,0.999994978,0.996012979,0.204976329,1,1,1,0.623109164
1040,0.994738462,0.971260299,0.964300155,0.833944598,0.99264151,0.975733544,0.808351605,0.000963693,1,0.999999998,0.999956662,5.67E-05,0.993718319,0.980163796,0.856839669,0.015687681,0.999999998,0.999999391,0.999762032,0.272338174,0.999999606,0.999999791,0.999988311,1.17E-06,0.999857078,0.999952508,0.989005074,0.000723072,1,1,1,0.255122013,1,0.999996448,0.996823197,0.227933415,1,1,1,0.643876184
1060,0.995554724,0.974607236,0.969970905,0.863810713,0.993704367,0.979060851,0.827228679,0.001240442,1,0.999999999,0.999964968,0.00010842,0.994681388,0.982978806,0.870625955,0.018104083,0.999999998,0.999999525,0.999798834,0.305411138,0.999999684,0.999999841,0.999990739,2.51E-06,0.999878341,0.999963464,0.990669139,0.001040011,1,1,1,0.269863754,1,0.999997482,0.997469618,0.251744039,1,1,1,0.66384152
1080,0.996242545,0.97756236,0.974779708,0.889278117,0.994611214,0.981936855,0.844524795,0.00158316,1,0.999999999,0.999971625,0.000199741,0.995494985,0.985397476,0.883208646,0.020771245,0.999999999,0.999999628,0.999829665,0.33942217,0.999999745,0.999999879,0.999992645,5.21E-06,0.99989626,0.999971843,0.99208096,0.001469506,1,1,1,0.284733056,1,0.999998211,0.997984972,0.276278139,1,1,1,0.682994701
1100,0.996822304,0.980171039,0.978848083,0.910730534,0.995385164,0.984421075,0.860323927,0.002000946,1,0.999999999,0.999976973,0.000355242,0.996182443,0.987474352,0.894670789,0.023699999,0.999999999,0.999999708,0.999855538,0.374068173,0.999999794,0.999999907,0.999994146,1.04E-05,0.999911388,0.999978263,0.993278463,0.002041734,1,1,1,0.299699388,1,0.999998726,0.998395586,0.301401755,1,1,1,0.701331558
1120,0.997311145,0.982473591,0.982282729,0.928595354,0.996045909,0.986565629,0.874714678,0.002505663,1,1,0.999981277,0.000611104,0.996763464,0.989256831,0.905093723,0.026900272,0.999999999,0.99999977,0.999877287,0.409047691,0.999999833,0.999999929,0.999995331,2.00E-05,0.999924183,0.99998319,0.994294003,0.002791957,1,1,1,0.314733289,1,0.999999091,0.998722591,0.326979497,1,1,1,0.718853511
1140,0.997723486,0.984505789,0.985176753,0.943314134,0.996610212,0.98841605,0.887788027,0.003110192,1,1,0.999984747,0.001018654,0.997254674,0.990786004,0.914556244,0.030381002,1,0.999999819,0.9998956,0.444068451,0.999999864,0.999999945,0.999996267,3.73E-05,0.999935025,0.999986977,0.995155141,0.003760648,1,1,1,0.329806478,1,0.99999935,0.998982918,0.352876805,1,1,1,0.735566878
1160,0.998071447,0.986299335,0.987610961,0.95531997,0.997092347,0.990012026,0.899635468,0.003828391,1,1,0.999987551,0.001648126,0.9976701,0.992097427,0.923133977,0.034150076,1,0.999999857,0.999911045,0.478853802,0.99999989,0.999999958,0.99999701,6.74E-05,0.999944228,0.999989894,0.995885329,0.004993438,1,1,1,0.344891924,1,0.999999534,0.99919011,0.378961977,1,1,1,0.751482222
1180,0.998365219,0.987882293,0.989655137,0.965021403,0.997504458,0.991388088,0.910347496,0.004675031,1,1,0.999989821,0.002592348,0.99802157,0.993221812,0.93089893,0.038214279,1,0.999999886,0.999924092,0.513147956,0.99999991,0.999999967,0.9999976,0.000118077,0.999952053,0.999992144,0.996504494,0.006540886,1,1,1,0.359963918,1,0.999999665,0.999354987,0.405107937,1,1,1,0.766613742
1200,0.998613363,0.98927948,0.991369285,0.972792074,0.997856881,0.992574227,0.920012408,0.005665727,1,1,0.999991663,0.0039699,0.998319057,0.994185646,0.937919198,0.042579248,1,0.99999991,0.999935131,0.546719965,0.999999926,0.999999974,0.999998069,0.00020107,0.999958717,0.999993883,0.997029562,0.008458055,1,1,1,0.374998116,1,0.999999759,0.999486181,0.431193728,1,1,1,0.780978704
1220,0.998823077,0.990512825,0.992804799,0.978965108,0.99815841,0.993596451,0.928715386,0.006816839,1,1,0.999993159,0.005927272,0.998570967,0.995011745,0.944258795,0.047249449,1,0.999999928,0.999944485,0.579366476,0.99999994,0.99999998,0.999998444,0.000333236,0.999964401,0.999995228,0.997474892,0.010803893,1,1,1,0.389971568,1,0.999999826,0.999590575,0.457105725,1,1,1,0.794596915
1240,0.999000412,0.991601691,0.994005546,0.983831182,0.998416529,0.99447729,0.936537816,0.008145364,1,1,0.999994377,0.008639505,0.998784386,0.995719737,0.94997758,0.052228158,1,0.999999943,0.999952423,0.610913328,0.99999995,0.999999984,0.999998743,0.000538209,0.999969258,0.999996272,0.99785266,0.01364042,1,1,1,0.404862737,1,0.999999874,0.99967365,0.482738592,1,1,1,0.807490246
1260,0.999150453,0.992563167,0.995008844,0.987639257,0.998637606,0.995236231,0.943556818,0.00966881,1,1,0.99999537,0.012308883,0.998965288,0.996326493,0.95513127,0.057517457,1,0.999999954,0.999959169,0.641216114,0.999999959,0.999999988,0.999998983,0.000848182,0.999973415,0.999997082,0.998173188,0.017031747,1,1,1,0.419651501,1,0.999999909,0.99973977,0.507995967,1,1,1,0.819682199
1280,0.999277477,0.993412324,0.995846357,0.990599129,0.998827065,0.99589012,0.949844938,0.011405062,1,1,0.999996181,0.01716133,0.99911871,0.996846502,0.959771512,0.063118238,1,0.999999963,0.999964912,0.670159841,0.999999966,0.99999999,0.999999176,0.001305793,0.999976977,0.999997713,0.998445218,0.021042945,1,1,1,0.434319151,1,0.999999934,0.999792407,0.532790919,1,1,1,0.831197523
